timestamp,price,date,coin,market_cap,volume,network_difficulty,hashrate_ths,hardware,power_consumption_w,electricity_cost_per_kwh,pool_fee,hardware_age_months,daily_revenue_usd,daily_power_cost_usd,monthly_profit_usd,break_even_days
1753574400000,117959.54234360624,2025-07-27 00:00:00,bitcoin,2346959472845.027,25145925063.881348,119222123253229.44,126,Whatsminer M50,3276,0.031385540252217764,0.0318852468595719,15.177510155172206,15.174259576997944,2.467656716790369,264.53141913956057,317.5426203557452
1753660800000,119418.91405141471,2025-07-28 00:00:00,bitcoin,2376524838793.0137,30220402191.467663,121720634243342.98,126,Whatsminer M50,3276,0.08246334511238368,0.03296538696973329,3.0798206925303484,15.029875172243676,6.483598046116054,139.72164711716198,601.1953174983885
1753747200000,118003.30201607826,2025-07-29 00:00:00,bitcoin,2349472897426.4688,43433742203.62158,116165640667235.94,140,Antminer S19 XP,3010,0.05277913852616479,0.014767245030080606,13.883820197503923,17.616403303055442,3.812764967130144,255.77581674442564,445.7028090107135
1753833600000,117853.30892863822,2025-07-30 00:00:00,bitcoin,2345126504020.1143,42860287143.68828,122253426654298.72,234,Antminer S21 Pro,3540,0.07052288215286012,0.028306754484329236,16.642131073351415,27.558760435462197,5.991624067706996,438.6807576993227,341.9343049981961
1753920000000,117833.24087995925,2025-07-31 00:00:00,bitcoin,2343717963709.7124,43054424656.58649,123481737415087.52,234,Antminer S21 Pro,3540,0.11618229135754356,0.014060622468330565,16.81467591346684,27.679934587094145,9.870847473736902,325.939280067384,460.20841663818277
1754006400000,115700.00243915782,2025-08-01 00:00:00,bitcoin,2302199162425.1206,45238249453.35885,110002656249094.19,234,Antminer S21 Pro,3540,0.06591317858781912,0.03254125258087137,18.083330655830324,29.93728470640034,5.599983652821113,521.7856982740434,287.47434147039337
1754092800000,113234.6051343189,2025-08-02 00:00:00,bitcoin,2253609880959.403,65794680822.25255,118852423382866.47,234,Antminer S21 Pro,3540,0.1055821445997984,0.029708654688014185,20.948626117575948,27.19712781332547,8.970259005198873,338.4727309104646,443.16716326456196
1754179200000,112554.90232221723,2025-08-03 00:00:00,bitcoin,2240413983638.112,33543439044.09785,119006422343890.67,126,Whatsminer M50,3276,0.0469686545174326,0.03869843863250374,11.999015807154922,14.403170690440957,3.6928634927786206,204.64254926320342,410.47182173225576
1754265600000,114199.10966460757,2025-08-04 00:00:00,bitcoin,2272802075267.0376,24689273719.085533,122738869673959.02,140,Antminer S19 XP,3010,0.09052144482225259,0.012068740490692636,17.525980548709708,16.179655121040984,6.539269173959527,130.8782450791104,871.038574295459
1754352000000,115138.68613070177,2025-08-05 00:00:00,bitcoin,2292395156144.1514,32488023582.82734,126972080471797.27,140,Antminer S19 XP,3010,0.11793062589950491,0.011711641634537629,14.860145648780081,15.774610603678592,8.519308414980234,59.3257323276174,1921.5944839998301
1754438400000,114128.35408881678,2025-08-06 00:00:00,bitcoin,2271583255077.356,37316213251.97167,124363733063683.2,126,Whatsminer M50,3276,0.03917037907856431,0.018465612240796004,4.4793585551443815,14.26953323962085,3.0797318846730404,219.02737398176765,383.5137064054485
1754524800000,115022.09576830892,2025-08-07 00:00:00,bitcoin,2289295036528.6577,32052509631.058872,117749927860913.0,140,Antminer S19 XP,3010,0.03074879480044728,0.01785117051207718,0.616551476865796,16.887286224384766,2.2212929363843115,281.64646530668034,404.7627577213413
1754611200000,117463.47451085235,2025-08-08 00:00:00,bitcoin,2337732858703.5435,38289687095.00489,119204167897755.39,126,Whatsminer M50,3276,0.06902245133693528,0.017409363972159995,6.82899325624641,15.338696952412233,5.4268212139152,180.68960548824435,464.8856240126388
1754697600000,116688.36663186055,2025-08-09 00:00:00,bitcoin,2323026541073.3213,33017415812.97353,125137827534299.72,234,Antminer S21 Pro,3540,0.03833629347462305,0.0371876374156311,10.632808952102867,26.413768284462773,3.2570514936039747,486.36817039243056,308.4083398775276
1754784000000,116510.08393213755,2025-08-10 00:00:00,bitcoin,2318815857401.68,27638785406.21056,119355337428427.02,126,Whatsminer M50,3276,0.09735459147086081,0.017486385995485184,14.810542666287752,15.193740012489089,7.65440739980496,109.51331171385719,767.0300412380928
1754870400000,119266.92516880555,2025-08-11 00:00:00,bitcoin,2374097296837.8896,37157754754.85189,118248834211719.84,234,Antminer S21 Pro,3540,0.1123093797463703,0.01815849178385893,20.39902393207693,29.13495148939605,9.541804903251622,379.4610642509996,395.29747352624435
1754956800000,118773.79960860992,2025-08-12 00:00:00,bitcoin,2364060561672.9995,61739781527.95854,135848875057511.25,234,Antminer S21 Pro,3540,0.0690618875437883,0.03278194787253891,4.709897200947975,24.879334147310857,5.867497965720254,362.02175211438475,414.33974374171265
1755043200000,120202.53485503166,2025-08-13 00:00:00,bitcoin,2392854421745.6157,46941089789.57991,123615157722773.75,110,Antminer S19 Pro,3250,0.05328404779398969,0.0234921952735162,3.0131949575634502,13.132402992232803,4.156155727931195,165.12075126238156,454.2130497021714
1755129600000,123560.99363577305,2025-08-14 00:00:00,bitcoin,2458895200752.567,61818118105.53991,124834873783034.83,126,Whatsminer M50,3276,0.06909629871059488,0.03330131670865544,23.12351873938386,15.157969760865004,5.432627389821811,175.09360446462915,479.7433935799119
1755216000000,118405.59579823953,2025-08-15 00:00:00,bitcoin,2360043737045.272,73822008367.99681,112710679550656.39,110,Antminer S19 Pro,3250,0.0951103036065001,0.011960984726931558,2.5930694250337707,14.355153379164443,7.418603681307007,103.92982426905641,721.6407852844811
1755302400000,117339.79190213277,2025-08-16 00:00:00,bitcoin,2335290383260.173,44268714220.021,127040170380338.11,126,Whatsminer M50,3276,0.030814874542233386,0.02462713581020153,11.48378568257254,14.271819971569283,2.4227886960085576,238.8042716001551,351.752501900998
1755388800000,117501.21653394958,2025-08-17 00:00:00,bitcoin,2339465736068.208,23202714236.542347,117978001215975.28,126,Whatsminer M50,3276,0.08305085905362275,0.01100840800549848,14.053529491039246,15.604087324790532,6.529790742232034,155.56223081008827,539.9768283250447
1755475200000,117542.83687778088,2025-08-18 00:00:00,bitcoin,2340648324181.828,20906566026.645443,123095466862656.53,110,Antminer S19 Pro,3250,0.0851962516398641,0.011879596103660637,12.992986101778518,13.049400469393866,6.6453076279094,87.95611857786736,852.6979272465584
1755561600000,116256.41276740946,2025-08-19 00:00:00,bitcoin,2313556987528.4634,47337926940.98573,126723459754363.33,110,Antminer S19 Pro,3250,0.08739194222063419,0.03719312360033233,2.064771768790637,12.215905484631868,6.816571493209467,57.81335307600537,1297.2781547785316
1755648000000,112778.34483555844,2025-08-20 00:00:00,bitcoin,2245419916215.7417,46156885037.403885,114120611291011.67,126,Whatsminer M50,3276,0.05178198719827895,0.014177361133527855,1.3686459360868648,15.43351534676704,4.071306961477484,224.19958489202,374.6661709496762
1755734400000,114252.39755195397,2025-08-21 00:00:00,bitcoin,2274471285844.184,42166369117.006935,120607743552382.66,140,Antminer S19 XP,3010,0.0942647451040314,0.025972620468256512,2.531602259064856,16.24139127619527,6.809685186315228,124.61784936306788,914.7967211973519
1755820800000,112414.39987336512,2025-08-22 00:00:00,bitcoin,2238121481749.57,32048202090.65466,126297603612106.64,234,Antminer S21 Pro,3540,0.038225233769859875,0.022332868078021196,14.0541044129427,25.601629422545265,3.2476158610872954,462.2870735104058,324.47370604798795
1755907200000,116834.24948202295,2025-08-23 00:00:00,bitcoin,2326174803320.612,50878158870.82928,110078139284035.06,110,Antminer S19 Pro,3250,0.04793433028201207,0.02042029978776528,13.064277303223706,14.379224148010536,3.7388777619969416,215.04372491374116,348.76628011388925
1755993600000,115359.98346714744,2025-08-24 00:00:00,bitcoin,2296786080139.701,27306719885.257973,117080790321060.11,234,Antminer S21 Pro,3540,0.10897230419890337,0.036995000370618175,5.609779008881862,27.915655978956853,9.258286964738831,351.3877370932073,426.8788695953034
1756080000000,113399.54847314971,2025-08-25 00:00:00,bitcoin,2259663171125.389,40682656776.69001,114976914308689.4,140,Antminer S19 XP,3010,0.09648508356539097,0.010654701903264686,15.306579404294197,17.175544128604486,6.970082436763843,147.83051742188593,771.1533585089285
1756166400000,110185.35443900425,2025-08-26 00:00:00,bitcoin,2194453712375.598,52854872363.936554,115886603086368.16,140,Antminer S19 XP,3010,0.03123709986102107,0.02991369058526767,19.681620049335585,16.23539839019619,2.256568093960162,261.0315755537474,436.7287741268947
1756252800000,111842.70999260596,2025-08-27 00:00:00,bitcoin,2227025695775.593,43023800053.0546,117963303940303.95,140,Antminer S19 XP,3010,0.052353863433282015,0.03890183302640651,0.9978950363182504,16.03948563800973,3.7820430944202923,209.38994297434976,544.4387556567842
1756339200000,111216.08479629169,2025-08-28 00:00:00,bitcoin,2215255294289.9937,36957904262.995804,112373757498843.47,110,Antminer S19 Pro,3250,0.04929658346938481,0.02680504550385526,11.955118645153018,13.320763931435815,3.845133510612015,180.10224595804735,416.43012057423397
1756425600000,112525.59740669793,2025-08-29 00:00:00,bitcoin,2239422945686.892,34222495087.206894,115499464441683.19,140,Antminer S19 XP,3010,0.05437256952332753,0.038104673860992755,16.543449890464565,16.49533369547002,3.9278744223651803,218.6904448598119,521.2847780024314
1756512000000,108480.30666639366,2025-08-30 00:00:00,bitcoin,2160278651486.2852,51702115726.38959,111534130703063.94,110,Antminer S19 Pro,3250,0.05228037932518977,0.011567736378580714,6.05548624967249,13.295865528429482,4.077869587364802,172.37321156527375,435.1024113256672
1756598400000,108781.95727925687,2025-08-31 00:00:00,bitcoin,2166165747945.1812,27799981330.792213,113897684840183.05,140,Antminer S19 XP,3010,0.035627366616856115,0.022563799572224843,7.386501727035578,16.43207188214932,2.5737209644016854,257.4171941990957,442.86085999301315
1756684800000,108253.36092385623,2025-09-01 00:00:00,bitcoin,2155694976689.5986,26140904019.246822,116302247765869.02,234,Antminer S21 Pro,3540,0.07130464649371383,0.017804733728861533,14.72730967174521,26.896816062344904,6.0580427661059275,416.82986555383593,359.85905136786954
1756771200000,109162.68557992298,2025-09-02 00:00:00,bitcoin,2174100506466.4321,42999610648.39302,120521725261791.23,234,Antminer S21 Pro,3540,0.09594601273075486,0.03192462894942189,21.550447042649687,25.796916553216118,8.151573241604934,321.0269660150022,467.2504676538301
1756857600000,111190.18209845416,2025-09-03 00:00:00,bitcoin,2212595221503.454,50235464642.845955,122935140064777.2,126,Whatsminer M50,3276,0.08460585522456927,0.0394389127149174,19.438186087269585,13.763213093049297,6.652050761176534,96.66820328951619,868.9517042995452
1756944000000,111711.51977725117,2025-09-04 00:00:00,bitcoin,2225365905592.233,36406080683.42747,121361104454385.95,234,Antminer S21 Pro,3540,0.09055845017382717,0.017695901873327435,13.995125258390004,26.601991599170567,7.693845926768358,358.91103683873297,417.93086476579566
1757030400000,110724.736377486,2025-09-05 00:00:00,bitcoin,2204051936301.3257,38708366685.43147,112900743050479.53,126,Whatsminer M50,3276,0.03730342606826152,0.029625238044222235,17.52532122617398,15.076196560466402,2.9329445711909936,247.63089301159562,339.21454216969045
1757116800000,110662.18112628513,2025-09-06 00:00:00,bitcoin,2204045604630.5625,56020470627.40665,117202004670267.5,234,Antminer S21 Pro,3540,0.11563416391591085,0.015942928982792204,8.755739284987168,27.335953563892776,9.824278566295787,317.01691659457634,473.1608698088204
1757203200000,110209.1888247784,2025-09-07 00:00:00,bitcoin,2195288669199.568,19340758702.076332,128712637704777.27,110,Antminer S19 Pro,3250,0.10546426504587224,0.026959907637148298,15.383172674370186,11.522691489366252,8.226212673578035,-5.27230219302016,250000.0
1757289600000,111131.9923868407,2025-09-08 00:00:00,bitcoin,2213764479139.3647,22147049159.335133,122682657119137.08,234,Antminer S21 Pro,3540,0.10245812866460964,0.023917974600650087,11.188358187061368,26.013093275810224,8.704842611345235,310.91418660061635,482.44823319265885
1757376000000,112025.12878118771,2025-09-09 00:00:00,bitcoin,2231763512226.867,37159847899.8603,116151751189955.45,126,Whatsminer M50,3276,0.10406854245375907,0.03916015988894611,4.558467274981462,14.68064496572279,8.182285081884352,78.28412984848646,1073.0144176421993
1757462400000,111547.43956434788,2025-09-10 00:00:00,bitcoin,2222026777598.0474,45338021458.38368,125866390551775.47,126,Whatsminer M50,3276,0.11394394573194852,0.028255818180893996,16.841718573054173,13.642885069843539,8.95872878922872,23.85802175177787,3520.828376885038
1757548800000,113975.32489468766,2025-09-11 00:00:00,bitcoin,2270241314652.7144,52205187155.05567,118039091463252.62,140,Antminer S19 XP,3010,0.07898285695023279,0.020485191162604565,13.355151296371728,16.64784107339717,5.705721586084816,169.9302512860373,670.8634815593135
1757635200000,115503.16663193036,2025-09-12 00:00:00,bitcoin,2299764311655.674,43752917632.95067,117910629018425.62,110,Antminer S19 Pro,3250,0.04802538160808633,0.013422873546638,8.606917966886193,13.365910871082285,3.7459797654307336,184.43126650287988,406.6555602101712
1757721600000,116160.14344594491,2025-09-13 00:00:00,bitcoin,2314347371939.946,51192951485.864395,128778779217930.25,234,Antminer S21 Pro,3540,0.08551052470672871,0.014537404862048037,21.872140561887136,26.151869259202083,7.264974179083672,358.27351907021904,418.67453779245426
1757808000000,115970.58488443034,2025-09-14 00:00:00,bitcoin,2310166037871.29,30063858747.76022,115093907620299.14,140,Antminer S19 XP,3010,0.0968593344301145,0.016759507898537054,0.5024188278415984,17.43882429369368,6.997118319231471,154.91784590053297,735.8739035991708
1757894400000,115373.55555886829,2025-09-15 00:00:00,bitcoin,2297459118244.424,26889399414.610912,111575741731048.45,234,Antminer S21 Pro,3540,0.09641256540186229,0.01752899984020894,7.578555629987904,29.88862872334828,8.191211556542221,442.5891816708484,338.9147458004392
1757980800000,115397.25272727509,2025-09-16 00:00:00,bitcoin,2297977599504.5527,46947581231.08198,125870800163031.61,234,Antminer S21 Pro,3540,0.07693041217501921,0.035518481735234135,1.3651535466635174,26.014419698703293,6.536007818389633,376.01902307607645,398.91598774153476
1758067200000,116762.8496864193,2025-09-17 00:00:00,bitcoin,2325326932460.9644,39964451595.099724,122440829396763.81,140,Antminer S19 XP,3010,0.036161284740022025,0.02683668364847575,18.396655589319053,16.335261339590673,2.612291209619191,253.35577056581113,449.96014791929764
1758153600000,116455.94648225319,2025-09-18 00:00:00,bitcoin,2321583680138.891,54740952295.37868,122683449461230.11,140,Antminer S19 XP,3010,0.06340016445871151,0.025701727341230992,16.850578898731023,16.27906876974713,4.580027880497319,192.637893344161,591.7838802168121
1758240000000,117145.49508952006,2025-09-19 00:00:00,bitcoin,2333705338232.097,43642467075.25838,120814131710798.5,140,Antminer S19 XP,3010,0.11286899476170216,0.013443066156076525,7.952453249671609,16.838055735037543,8.153656181585363,102.19865327023207,1115.4745816323332
1758326400000,115655.81046441344,2025-09-20 00:00:00,bitcoin,2303469041668.8,34296721252.33001,120187375216757.56,140,Antminer S19 XP,3010,0.08260040187816833,0.03580419080048305,16.215909652969753,16.331864925800726,5.96705303167888,152.61102349032203,746.9971525826862
1758412800000,115715.51536781774,2025-09-21 00:00:00,bitcoin,2305371926506.302,18774953731.290394,119139046625691.23,140,Antminer S19 XP,3010,0.07844987489301421,0.03168442909625451,9.502493428702795,16.554509723276052,5.667218962271346,168.28538949680785,677.4206622504353
1758499200000,115304.47999407038,2025-09-22 00:00:00,bitcoin,2297332085237.645,18659113982.495464,117957102010453.33,234,Antminer S21 Pro,3540,0.05419681629439741,0.012030050857000048,18.150090994138424,28.41290101073822,4.604561512372005,505.9168516176532,296.4914086581218
1758585600000,112696.74101711863,2025-09-23 00:00:00,bitcoin,2245929069310.8535,69152342029.46799,117004399735755.05,140,Antminer S19 XP,3010,0.0631604027924921,0.03123505291689306,10.900407905680947,16.424400059681094,4.56270749772963,197.51744352521058,577.1642137796774
1758672000000,112022.16587861195,2025-09-24 00:00:00,bitcoin,2232693472656.6514,46154878824.043465,116284548704754.8,110,Antminer S19 Pro,3250,0.11058114802378523,0.02630614652027938,9.894713467959974,12.972717647297095,8.625329545855248,26.25497637658878,2856.6013133752626
1758758400000,113320.56908541008,2025-09-25 00:00:00,bitcoin,2257741194218.8286,46677543220.334526,115290888716081.4,126,Whatsminer M50,3276,0.08998167427741521,0.012451760372403347,22.433517971719223,15.377173792116853,7.074719158387493,132.40697234521411,634.4076789324471
1758844800000,108963.53013595635,2025-09-26 00:00:00,bitcoin,2171950311711.4429,74481796351.47305,113077095783304.4,140,Antminer S19 XP,3010,0.10086483240770995,0.023749019245859693,6.0210983973768055,16.558841018250956,7.286475493132967,119.83763242020636,951.2871516041229
1758931200000,109710.20874667744,2025-09-27 00:00:00,bitcoin,2185866776171.5464,55257214020.568245,103911376347253.45,140,Antminer S19 XP,3010,0.07089108807608896,0.02454088861390141,2.8907361599175703,18.128211025272613,5.121172202616666,231.87783134634503,491.63820162576707
1759017600000,109654.81021075726,2025-09-28 00:00:00,bitcoin,2185203231301.0562,23294896964.31016,119802219516740.23,234,Antminer S21 Pro,3540,0.0867222497510542,0.014973236204898273,14.029034718226995,26.525318672219143,7.367922338849566,366.38855666775396,409.40143263268453
1759104000000,112142.57362752674,2025-09-29 00:00:00,bitcoin,2235798877396.134,31274654338.51212,120403411034521.34,140,Antminer S19 XP,3010,0.05235452478688868,0.03837094441000847,23.263723494820294,15.765263698244908,3.7820908706048377,201.1618514958688,566.7078481942744
