annual_spend,frequency,recency,cluster,customer_type
2325.406886947868,37.69135683566045,5.4549198692082586,1,⭐ Regular Customers (Medium Value)
2522.857101712971,33.92516765438772,5.369267717064608,1,⭐ Regular Customers (Medium Value)
2103.9531176993696,57.8182287177731,2.526098578243836,1,⭐ Regular Customers (Medium Value)
1471.8173547662896,55.21941565616898,5.5939693464663724,1,⭐ Regular Customers (Medium Value)
2100.1971401383507,53.46448209496975,3.6399505568430186,1,⭐ Regular Customers (Medium Value)
2092.9014788644013,52.93072473298681,3.571297163947264,1,⭐ Regular Customers (Medium Value)
2746.309804457903,54.73832920911788,2.617393005594703,1,⭐ Regular Customers (Medium Value)
2262.621443453532,40.253183297726785,6.574169207484904,1,⭐ Regular Customers (Medium Value)
2463.4382316029614,41.7931768164829,6.926752258488643,1,⭐ Regular Customers (Medium Value)
2165.112370774599,58.2206015999449,8.793585965307894,1,⭐ Regular Customers (Medium Value)
1901.8447535988519,42.4626383564251,3.2209711407489534,1,⭐ Regular Customers (Medium Value)
1673.6758860138248,49.228982905858956,5.682303949633288,1,⭐ Regular Customers (Medium Value)
2110.6763197320074,58.27183249036024,5.026003783755814,1,⭐ Regular Customers (Medium Value)
2581.4136308629268,47.35343166762044,10.440338333179238,1,⭐ Regular Customers (Medium Value)
2250.2669391060026,41.42842443583717,2.8582150038777754,1,⭐ Regular Customers (Medium Value)
2192.988966097274,47.76537214674149,6.428000988184184,1,⭐ Regular Customers (Medium Value)
2189.295049829418,49.271710873431275,3.30641256386319,1,⭐ Regular Customers (Medium Value)
1394.061110125654,45.53485047932979,6.712797588646945,1,⭐ Regular Customers (Medium Value)
2085.6374976520815,37.542612212880115,5.346361851702364,1,⭐ Regular Customers (Medium Value)
2154.1269518915346,41.16142563798867,5.307450211891056,1,⭐ Regular Customers (Medium Value)
2023.2834873784,38.57029702169377,5.715574720696567,1,⭐ Regular Customers (Medium Value)
2224.3138105472935,60.830512431752766,7.1076041040698055,1,⭐ Regular Customers (Medium Value)
1448.9322528171635,40.62174960084877,6.0300705344173195,1,⭐ Regular Customers (Medium Value)
2205.5143803648834,55.150476863060476,12.705462981309442,1,⭐ Regular Customers (Medium Value)
2228.356204277267,61.35565640180599,6.908003526986405,1,⭐ Regular Customers (Medium Value)
2260.5565005223193,46.84730755359654,6.517938440986535,1,⭐ Regular Customers (Medium Value)
1690.8699141849713,47.63181393259991,4.029272904341793,1,⭐ Regular Customers (Medium Value)
2032.749655754529,73.14658566673509,1.2654696148165039,1,⭐ Regular Customers (Medium Value)
2274.5040761498053,33.87284128810349,4.056136268421133,1,⭐ Regular Customers (Medium Value)
2435.580238786946,50.64280019095463,2.8445104441413878,1,⭐ Regular Customers (Medium Value)
1713.8785162960128,56.79597748934676,3.5392667365657267,1,⭐ Regular Customers (Medium Value)
2086.5834358327897,50.45571839903814,3.6967993047883656,1,⭐ Regular Customers (Medium Value)
2857.57763573013,56.33919022318011,0.9497148266847857,1,⭐ Regular Customers (Medium Value)
2074.581725907771,43.38213535231612,6.704866669592448,1,⭐ Regular Customers (Medium Value)
641.4958523134599,17.524936394902287,29.082108468264806,2,💤 Dormant Customers (Low Value)
973.1510388340243,13.327493820795258,20.39762874355379,2,💤 Dormant Customers (Low Value)
705.0109377678087,23.827271201405484,24.773366139410307,2,💤 Dormant Customers (Low Value)
880.9963421921912,19.58930973527388,19.912928365319637,2,💤 Dormant Customers (Low Value)
1224.4312394025267,7.403150170229933,38.25972208440918,2,💤 Dormant Customers (Low Value)
703.1531854267497,11.461652671906096,40.13528919349298,2,💤 Dormant Customers (Low Value)
888.7638856292457,10.365347642109585,36.19707242743469,2,💤 Dormant Customers (Low Value)
788.09492878764,9.878061793328552,4.069861279447419,2,💤 Dormant Customers (Low Value)
749.486369721368,23.162056519658176,20.017734544281204,2,💤 Dormant Customers (Low Value)
513.9717244078735,15.653702886430457,26.47964410642413,2,💤 Dormant Customers (Low Value)
1088.254657813223,20.815818760774796,18.513102790564485,2,💤 Dormant Customers (Low Value)
802.0466122039174,17.310517371316354,22.147930791616393,2,💤 Dormant Customers (Low Value)
839.811939114694,15.349010424950094,25.198264982729643,2,💤 Dormant Customers (Low Value)
722.937280627648,18.310653372605234,30.908138762009983,2,💤 Dormant Customers (Low Value)
1117.2033632290704,25.665166873281333,20.097476009385208,2,💤 Dormant Customers (Low Value)
409.58244009549963,17.941586032422883,28.785719239715334,2,💤 Dormant Customers (Low Value)
856.1983735470066,13.959388748213623,25.01840384143525,2,💤 Dormant Customers (Low Value)
701.3998130682335,19.248010485105123,25.285081944446308,2,💤 Dormant Customers (Low Value)
871.4030971930094,19.497999377166252,24.456723237914765,2,💤 Dormant Customers (Low Value)
861.4599041753219,18.14814420961806,36.50289695071168,2,💤 Dormant Customers (Low Value)
634.2009978155855,18.736468025616308,25.518551678424245,2,💤 Dormant Customers (Low Value)
922.074053086693,15.58663691654391,29.832787248286817,2,💤 Dormant Customers (Low Value)
1055.532979157685,17.735486905850188,25.26742888931336,2,💤 Dormant Customers (Low Value)
759.5614695132211,20.49388425993595,28.25855037418224,2,💤 Dormant Customers (Low Value)
965.0832697976059,21.527394035771646,36.50807708800511,2,💤 Dormant Customers (Low Value)
804.2007683265518,13.44866621703272,35.45562377035971,2,💤 Dormant Customers (Low Value)
864.8332704976884,15.484979824963592,28.958855565058524,2,💤 Dormant Customers (Low Value)
919.0314050873827,25.461936378427303,23.45423453413222,2,💤 Dormant Customers (Low Value)
598.7965237000597,20.790554367500338,20.286491097698143,2,💤 Dormant Customers (Low Value)
958.3325387925872,18.1417275463214,34.99295853641724,2,💤 Dormant Customers (Low Value)
797.5506454306171,15.379022790968632,22.821965028113347,2,💤 Dormant Customers (Low Value)
664.5676576975777,14.264713092489307,37.80095786734201,2,💤 Dormant Customers (Low Value)
634.9005606414977,17.06465727137812,27.428913266776053,2,💤 Dormant Customers (Low Value)
687.255089439205,16.218436057459563,23.42223683546855,2,💤 Dormant Customers (Low Value)
848.9933142217445,12.644808471908386,25.944454597030962,2,💤 Dormant Customers (Low Value)
846.4099874715273,7.962681128117223,18.415325268021405,2,💤 Dormant Customers (Low Value)
656.3111557495129,16.554537827990025,28.292422786305224,2,💤 Dormant Customers (Low Value)
1095.0712433899105,14.200307350182864,36.86127698561616,2,💤 Dormant Customers (Low Value)
796.1967584194622,14.90743432003805,21.97976508289753,2,💤 Dormant Customers (Low Value)
742.2682722159724,10.863845282238385,32.58174848270472,2,💤 Dormant Customers (Low Value)
903.8693028482345,14.456199257715712,42.26191130402062,2,💤 Dormant Customers (Low Value)
880.3423444197883,12.993897640570818,35.5211519336889,2,💤 Dormant Customers (Low Value)
844.8184963620834,15.48838049274416,30.10073920625436,2,💤 Dormant Customers (Low Value)
645.3980432289068,17.489991456227248,30.19608139407154,2,💤 Dormant Customers (Low Value)
1090.2287215590084,25.765912287557782,37.67416660868165,2,💤 Dormant Customers (Low Value)
646.5304874223901,15.916710028691758,36.978565093765425,2,💤 Dormant Customers (Low Value)
1237.9605866435345,10.80139078909612,23.533613717158786,2,💤 Dormant Customers (Low Value)
680.1214709111956,12.371224891596196,13.008834205521545,2,💤 Dormant Customers (Low Value)
648.1734676892604,16.708779878885796,31.20315029180966,2,💤 Dormant Customers (Low Value)
1175.2341678431771,12.115481721687985,37.6033907054884,2,💤 Dormant Customers (Low Value)
620.3170657303284,8.398833964896788,33.93535337205205,2,💤 Dormant Customers (Low Value)
1166.2917531708708,12.654121739476476,39.435520965770294,2,💤 Dormant Customers (Low Value)
457.3730941818245,14.42730077373691,40.8309789933233,2,💤 Dormant Customers (Low Value)
1047.5632623946924,12.003124885231136,17.244578729645063,2,💤 Dormant Customers (Low Value)
801.0487399436366,12.749672642603782,30.375844750117935,2,💤 Dormant Customers (Low Value)
924.5699864694998,14.288102574893532,21.459036564939247,2,💤 Dormant Customers (Low Value)
824.0591263423797,18.55807439044445,34.115510672469995,2,💤 Dormant Customers (Low Value)
575.0715816324262,21.388384109492545,17.72708663411502,2,💤 Dormant Customers (Low Value)
866.4628023959183,22.755759877612615,24.01210770754757,2,💤 Dormant Customers (Low Value)
823.1349268585717,15.337592407050545,39.43437747251061,2,💤 Dormant Customers (Low Value)
1212.1495849763974,13.755179257604633,44.042726739545635,2,💤 Dormant Customers (Low Value)
994.314190190871,21.843157787661745,35.16300759668118,2,💤 Dormant Customers (Low Value)
607.0153078839792,20.29212243424794,35.488411679987514,2,💤 Dormant Customers (Low Value)
448.25210271537713,4.803839111199498,20.5339318986738,2,💤 Dormant Customers (Low Value)
746.1186331110885,22.51178526048014,35.7403380463677,2,💤 Dormant Customers (Low Value)
814.8189560839551,8.099492708925542,43.02892436457034,2,💤 Dormant Customers (Low Value)
459.32351212896907,16.920327244696537,29.55561840882705,2,💤 Dormant Customers (Low Value)
793.4610503811814,14.554399802436057,13.460463199680987,2,💤 Dormant Customers (Low Value)
539.1060998990293,16.83299123048424,35.35738039064031,2,💤 Dormant Customers (Low Value)
612.024042734529,9.703932390555241,25.889064661306453,2,💤 Dormant Customers (Low Value)
96.86604513634141,1.0285479073289125,109.10284641002477,0,🔥 VIP Customers (High Value)
125.20232577589222,1.4142543354753117,79.39484763255118,0,🔥 VIP Customers (High Value)
94.6484820022721,1.892701389305636,69.29515355161251,0,🔥 VIP Customers (High Value)
40.10610537055758,3.070527103943457,129.2945026583278,0,🔥 VIP Customers (High Value)
65.01372460037072,2.7753439006183402,94.27959821468444,0,🔥 VIP Customers (High Value)
88.95152002333884,4.51501542009461,102.2833340008685,0,🔥 VIP Customers (High Value)
73.47494261947362,2.449896605696712,78.4836351871064,0,🔥 VIP Customers (High Value)
-15.096058236779243,5.733748534889049,59.69617875602896,0,🔥 VIP Customers (High Value)
182.24838567506418,4.153113926111533,85.01927920887243,0,🔥 VIP Customers (High Value)
115.56250772717681,5.2391498228691535,151.57761616910477,0,🔥 VIP Customers (High Value)
93.60412042596167,-0.212892640515145,70.88919118799149,0,🔥 VIP Customers (High Value)
110.17318179336115,0.15549258080465167,74.87298509431393,0,🔥 VIP Customers (High Value)
67.67135578787367,6.3742832701451295,68.3690399277121,0,🔥 VIP Customers (High Value)
144.08198784747253,5.959888277780052,89.84054717366766,0,🔥 VIP Customers (High Value)
103.86841538238092,6.046248154539315,72.77431597343472,0,🔥 VIP Customers (High Value)
126.94550218423294,2.6193226438327835,69.25507691347087,0,🔥 VIP Customers (High Value)
56.21908733076214,4.852355095063283,62.34400538071328,0,🔥 VIP Customers (High Value)
195.47083202350652,4.125938473381142,62.02864852361718,0,🔥 VIP Customers (High Value)
67.46787154390864,1.8152121515222617,80.25749232470608,0,🔥 VIP Customers (High Value)
56.8004615160092,1.3380997671779244,90.97043255889653,0,🔥 VIP Customers (High Value)
113.52284128899194,2.5221039062671804,88.99523781101726,0,🔥 VIP Customers (High Value)
54.621816897920105,4.510782451651512,78.46457338863334,0,🔥 VIP Customers (High Value)
125.04585938121903,3.1986646108584518,70.44889510402898,0,🔥 VIP Customers (High Value)
137.56935616858945,4.08672038475987,56.61189437757257,0,🔥 VIP Customers (High Value)
66.86881205270767,1.4734816869149663,101.41197337186318,0,🔥 VIP Customers (High Value)
9.75589496677405,3.096169893322764,57.44915124233675,0,🔥 VIP Customers (High Value)
112.9861250860741,4.277184917554748,71.91366749791183,0,🔥 VIP Customers (High Value)
16.923996886552004,0.5779676004750867,88.67840402705367,0,🔥 VIP Customers (High Value)
67.40819460989204,1.2791732694320952,90.94797342632828,0,🔥 VIP Customers (High Value)
80.77222278850873,1.8462162609537025,110.1258561842888,0,🔥 VIP Customers (High Value)
141.7846056032571,4.059608355830566,67.40586290684763,0,🔥 VIP Customers (High Value)
172.07843103289503,1.4062094890590464,40.56710999745421,2,💤 Dormant Customers (Low Value)
128.853606359027,3.7422917467426178,85.93909227914014,0,🔥 VIP Customers (High Value)
69.80074066420897,2.688645529215841,91.731795749458,0,🔥 VIP Customers (High Value)
158.38910308299037,3.6752053241504044,95.08841686602426,0,🔥 VIP Customers (High Value)
79.40615169387664,2.134883624360758,80.24787551855013,0,🔥 VIP Customers (High Value)
119.72260711891484,3.579549713792826,81.58031038359474,0,🔥 VIP Customers (High Value)
203.77003993227194,2.347952935664318,107.42249406863385,0,🔥 VIP Customers (High Value)
160.06069610819725,-1.0762490703557077,81.83849253956897,0,🔥 VIP Customers (High Value)
49.595684454129795,2.296973031917383,52.58416157948289,0,🔥 VIP Customers (High Value)
100.92091895947759,3.6538547475283254,123.52874624550566,0,🔥 VIP Customers (High Value)
89.04497355955678,-1.4222706180157703,106.58811162366979,0,🔥 VIP Customers (High Value)
111.7807279054283,0.04282750844031691,105.41730387773933,0,🔥 VIP Customers (High Value)
157.18770216034645,2.1694241721983976,96.76992814988829,0,🔥 VIP Customers (High Value)
131.63909330531425,3.36373251011699,135.41385715608791,0,🔥 VIP Customers (High Value)
112.4110293150168,1.3003112610704164,80.81278200919512,0,🔥 VIP Customers (High Value)
141.51679082721228,3.1431324744387847,72.87832348182266,0,🔥 VIP Customers (High Value)
76.11712766174416,3.667324210573897,99.57959651492784,0,🔥 VIP Customers (High Value)
151.87699721289496,2.4602501294132573,79.79967202290506,0,🔥 VIP Customers (High Value)
51.061814210884634,3.7546009860897045,81.11413479847776,0,🔥 VIP Customers (High Value)
